partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
Hyphen Technologies Company,Hyphen Technologies Company,539715505,https://www.hyphenksa.com,,,"34623 SAUDI ARABIA, AL KHUBAR, SAUDI ARABIA"
I G R C SQUARE,I G R C SQUARE,+966505712227,https://igrcsquare.com,Info@igrcsquare.com,"+201008087608, +966505712227, 9-4147-8614, 799999999999997, 156862745098039, +966 112922241, 730769230769231, 00000000000002, 737-6040-4351","RIYADH - NADA CENTER, RIYADH, SAUDI ARABIA"
Ibix Global Tech,IBIX GLOBAL TECH,+966539308760,https://www.ibixglobal.tech,,,"KING FAHAD ROAD, RIYADH, SAUDI ARABIA"
IBM MIDDLE EAST - SAUDI ARABIA,IBM MIDDLE EAST FZ LLC  SAUDI ARABIA BRANCH,4725241,http://www.ibm.com/,xxx@ccc.com,"16910807, 67087912, 36490885, 942 288-288, 00211589, 26074219, 34161247, 56054688, 51636607, 596-352-352, 999999999, 74348697, 01985677, 37087912, 3333333333, 23273155, 71614583, 76-352-352-352, 92480469, 81771088, 37792969, 7777777778, 01381978, 66113281, 39491758, 00515316, 96549479, 942-288-288-288, 72802734, 942-288 288, 64241446, 68 160 160, 596-352 352-352, 61813187, 96055773, 99886068, 66145717, 10649455, 20719401, 1039368403, 00846354, 42366536, 23246493, 39796911, 99273901, 18353373, 43086172, 02805611, 08131378, 33203125, 76703407, 37483724, 6666666667, 83049451, 78401693, 30906593, 14648438, 46289063, 15430862, 430496588, 65136719, 70758183, 23730469, 76757812, 16232465, 59318637, 78571429, 62057448, 35791016, 56940659, 20532227, 98155416, 0 0 1024 1024, 25 416 416, 96259185, 04817708, 50488281, 36979167, 25-416 416-416, 65531062, 79638672, 41482966, 17234469, 84879557, 99703014, 28417969, 09082031, 596 352-352 352, 596 352 352, 942 288 288 288, 29701063, 404 0-352-157, 08483634, 08496094, 76285807, 31796703, 99131597, 67529297, 74602266, 91137831, 81088809, 84912109, 47127921, 45303631, 477341867, 86035156, 77977302, 76785714, 13873626, 96845644, 95947802, 058 0-288 128, 81282775, 61411712, 20089157, 96796332, 85839844, 19033135, 77853973, 29676019, 10302198, 45488824, 81162325, 63671875, 93538411, 14579158, 91666667, 03613281, 11914062, 13043478, 22981771, 23388672, 80769231, 27922512, 73939861, 34535738, 35671343, 93522135, 92687249, 30861723, 22802734, 31396126, 96993988, 03955078, 57417582, 42994505, 75692636, 54375418, 92220052, 99641927, 81028724, 89176432, 23112892, 20800781, 55810547, 38019929, 73918396, 85192607, 99072266, 69624849, 87890625, 54931641, 57362637, 74902344, 86372745, 78889974, 67947802, 03784481, 08024089, 410864984, 15894819, 89794922, 191485972, 75551102, 52320968, 32958984, 06141493, 67735471, 17285156, 1159259241, 14054034, 41040565, 05263158, 16-224-224-224, 89306641, 78945132, 24720677, 17046703, 24862637, 02065242, 52063574, 97596154, 92134269, 86863552, 596-352-352-352, 75549451, 06279225, 74445187, 308-128 128-128, 32457143, 71543086, 04427083, 27855711, 65104167, 24937143, 17529297, 22645291, 446952913, 44921875, 57291667, 4879956390802, 00756896, 56041124, 55082418, 40497253, 2147483647, 19402985, 35839844, 33066132, 308 128-128 128, 29458918, 24820964, 58729384, 78434066, 12158203, 440609733, 39276754, 89285714, 90981323, 57153195, 83767535, 97753906, 65066559, 76815149, 596-352 352, 1069499076, 03466797, 10986328, 95591182, 59445055, 86845682, 11072028771, 46092184, 24394133, 60725911, 14941406, 76866813, 404 0 352 157, 07972656, 44994876, 89257813, 65155707, 75600879, 51464844, 24739583, 88589011, 308 128 128, 00684547, 66065464, 90781563, 058 0 288-128, 74824176, 60714286, 34314684, 88673407, 308-128-128, 07861328, 67773438, 83691406, 96 288 288, 06212425, 93055219, 69930609, 18837675, 08121745, 30408374, 78522567, 18570474, 92936198, 77995172, 146001191, 14697266, 45078007, 65690054, 64261857, 45166016, 88888889, 75830078, 51903808, 00927734, 10058594, 040 0 288 128, 74549098, 73282967, 86760201, 40154339, 01905934, 52117789, 08577474","28TH FLOOR, RIYADH KINGDOM CENTRE, RIYADH, SAUDI ARABIA"
IBTIKAR ALHUL ALDHAKIYAH COMPANY FOR INFORMATION TECHNOLOGY,IBTIKAR ALHUL ALDHAKIYAH COMPANY FOR INFORMATION TECHNOLOGY,+966543102345,https://www.ibtikar.com.sa,info@ibtikar.com.sa,"+966543102345, 454-57210364, +966 54 310 2345, 25-456960, 966543102345","RFYA6685 AS SAHABAH ROAD, RIYADH, SAUDI ARABIA"
ICAD,INNOVATIVE CONTRACTORS FOR ADVANCED DIMENSIONS,+966126166771,https://www.Icad.com,info@icad.com,"+966 12 616 6771, +966 12 616 6773, 8002474223, 216148214, +971 43 279 300","SAUDI ARABIA, JEDDAH, SAUDI ARABIA"
ICS Nett Inc.,ICS NETT INC,2112344,https://www.icsarabia.com,,"09999999999, 999999999999999, 37373700, 00000000, 072621523, 1078252556, 66000000","SULTAN BUSINESS CENTER SUITE 23, PR SULTAN RD. ULAYA, RIYADH, SAUDI ARABIA"
IDEAL NETWORK SOLUTIONS INS,IDEAL NETWORK SOLUTIONS INS,+966114623666,https://www.ins-sa.com,,,"PRINCE SULTAN STREET, AL OLAYA, RIYADH, SAUDI ARABIA"
IDEAL SOLUTION FOR SECURITY,IDEAL SOLUTION FOR SECURITY,+966500127550,https://www.idealsolution.sa,sales@idealsolution.sa,"0 0 512 512, 8571428571429, 6470588235294, 946230528, 4117647058824, 100083726802405, 7647058823529, 9200-35-157 9200, 8823529411765, +9660590183163, 3529411764706, 76470588235294, 2941176470588, 82352941176471, 00000057, 64705882352941, 88235294117647, 10953315949, +966920035157, 011-482-9659, 70588235294118, 65234447, 714285714, 0588235294118, +10140-1018, 94117647058824, +10190-1019, 966-11-482-9659, 54592291, 2147483647","PRINCE ABDULAZIZ BIN MUSAAD BIN JALAWI, RIYADH, SAUDI ARABIA"
IDEAL VISION TECHNOLOGY EST,IDEAL VISION TECHNOLOGY EST,+966583884400,https://www.idealvisiontech.com,info@idealvision.sa,+966 11 234 5678,"AL KHOBAR, PRINCE NAIF STREET CROSS 2 &3, KHOBAR, SAUDI ARABIA"
Idec,INTERNATIONAL DESIGN IDEC,+966138935028,https://www.idec.com.sa,info@idec.com.sa,920013023,"PO BOX 31728, AL KHUBAR, SAUDI ARABIA"
INDUSTRIAL TECHNOLOGY CO.LTD,INDUSTRIAL TECHNOLOGY COLTD,+966133631214,https://www.itesaudi.com,,,"1ST FLOOR, ELECTRICAL HOUSE BUILDING,, PRINCE AL MASHOOR STREET, AL-JUBAIL, SAUDI ARABIA"
INEX AL KHALEEJ CONTRACTING EST,INEX AL KHALEEJ CONTRACTING EST,+966531589598,https://www.inexinfra.com,info@inexinfra.com,"+966531589598, +971 554910434, +971586948786, +1 (713) 631-9779, +966112632919","8986 PRINCE ABDUL AZIZ BIN MUSAID BIN JALAWI, RIYADH, SAUDI ARABIA"
INFEO,INFEO,+966114999036,https://www.infeo.com,,,"8000 KING FAHAD ROAD OLAYA, RIYADH, SAUDI ARABIA"
Infinite Solutions Company,Infinite Solutions Company,+966126602677,https://www.infinite-solutions.me/,info@infinite-solutions.me,,"ARAFAT STREET, JEDDAH, SAUDI ARABIA"
INFINITY WORK TRADING COMPANY,INFINITY WORK TRADING COMPANY,,https://trading.infinitygcc.com,,,"AL JABAL STREET, AL JUBAIL, SAUDI ARABIA"
INFLUX CYBER,INFLUX CYBER,+966112880000,https://www.influxcyber.com,info@influxcyber.com,"+961 76 795 895, +966 55 833 5982, +971 55 185 5900, +961 21 395 095, +961 71 559 054","12611 KSA, BLD 9011, RIYADH, SAUDI ARABIA"
INFORMATION LOCK COMPANY,INFORMATION LOCK COMPANY,+966552939873,https://www.ilc.sa,info@ilc.sa,+966506522666,"KING ABDULAZIZ RD, AL ARID RIYADH 13342, SAUDI ARABIA, RIYADH, SAUDI ARABIA"
Information Technology Belt Company,INFORMATION TECHNOLOGY BELT COMPANY,+966565112726,http://www.itb.com.sa,,,"IMMAM MOHAMMED BIN SAUD STREET, RIYADH, SAUDI ARABIA"
INFOSYS LTD,INFOSYS LTD,+966138249967,https://www.infosys.com,,"3333333333, 2147483646, 6666666667, 128308317, 2147483645, 342444581, 2147483647","202 BUILDING, NUMBER 6300, AL KHUBAR, SAUDI ARABIA"
INFRATECH,INFRATECH,+966114449944,https://www.infratech.com.sa,marketing@infratech.com.sa,"+966 92 000 9988, 12476-4407, 857150072575355","7266 Uthman Ibn Affaan Road, Attaawun Business center, Riyadh, SAUDI ARABIA"
INJAZ TECHNICALFOR CONTRACTING,INJAZ TECHNICALFOR CONTRACTING,+966562362205,http://www.injaztec.com,,,"JEDDAH ALSALAMA - AL YAMAMA ST, JEDDAH, SAUDI ARABIA"
Innovative Experiences,Innovative Experiences,+966558119049,https://innovativeexp.com/,info@innovativeexp.com,"+966 55 881 1904, +966 55 571 5169","NAJAH STREET, RIYADH, SAUDI ARABIA"
Innovative Frequency Company Ltd,Innovative Frequency Company Ltd,+966112220404,https://www.ifeme.co,sales@ife.com.sa,89405084,"4172 Musa Ibn Nusayer Al-Ulaya, Unit No. 2, RIYADH, SAUDI ARABIA"
INNOVATIVE QUALITY TECHNOLOGIES,INNOVATIVE QUALITY TECHNOLOGIES,+966536826783,https://www.innoqtech.com,,,"KING FAISAL DISTRICT, ABBAS IN UTBAA STREET, RIYADH, SAUDI ARABIA"
Innovative Solutions,Innovative Solutions,+966112931501,https://www.is.com.sa,info@is.com.sa,"243 244 246, 209 213 219, 255 255 255, 250 250 250, 250 245 255, 156 163 175, 59 130 246, 229 231 235, 249 250 251, 107 114 128, 966555211706","PO Box 69328, Riyadh, SAUDI ARABIA"
INTECH PROCESS AUTOMATION,INTECH PROCESS AUTOMATION,+966138966052,https://www.intechww.com,,"41371264, 1194430803, 945170788, 01202420, 122208917, 10000000, 01461171, 2129102915209, 28312531338, 1490656654","03 FIRST FLOOR SUMOU TOWER, AL KHUBAR, SAUDI ARABIA"
INTEGRATED COMPUTER SYSTEMS,INTEGRATED COMPUTER SYSTEMS,+966114943010,https://www.ics.sa,info@ics.sa,"+966 011-494-3010, +966 011 494 3010, 31554103","KSA RIYADH, RIYADH, SAUDI ARABIA"
INTEGRATED NETWORKS LLC,INTEGRATED NETWORKS COMPANY LTD INET,+966112888888,https://www.inet.net.sa,marketing@inet.sa,92000 4638,"AL-TAWYNIYAH TOWER, FLOOR 16th, South Tower, RIYADH, SAUDI ARABIA"
Integrated Systems Solutions Company,Integrated Systems Solutions Company,565642120,https://www.isyssol.com,"mk@isyssol.com, info@isyssol.com","+966565642120, 00000057, 46743414, 31536000, +966-565642120, 46255372","OFFICE#14, 3RD FLOOR, VILLAGE RESTAURANT BUILDING, GHURNATA STREET, AL AZIZIYAH DIST, OFFICE#14, 3RD FLOOR, VILLAGE RESTAURANT BUILDING, PRINCE MUTAIB BIN ABDUL AZIZ RD STREET, JEDDAH, SAUDI ARABIA"
INTEGRATED TAQDOM FOR INFORMATION TECHNOLOGY,INTEGRATED TAQDOM FOR INFORMATION TECHNOLOGY,+966561380360,https://www.taqdom-it.com,,,"PO BOX 6754, RIYADH, SAUDI ARABIA"
Integrated Technology Systems For Information Technology ISys,Integrated Technology Systems For Information Technology ISys,+966597789043,https://www.isys.ai,info@isys.ai,"+971 52 542 1878, 35337 2018, 2147483000, +2010)60999963","KING FAHD BRANCH STREET EL OLAYA DIST, RIYADH, SAUDI ARABIA"
INTEGRATION SERVICES & TECHNOLOGIES (IST),INTEGRATION SERVICES & TECHNOLOGIES,+966114737326,https://www.istnetworks.com,,380896115987773,"SALAH EL DEEN ST TOWER 2, RIYADH, SAUDI ARABIA"
Intelligent Cloud Technology EST,Intelligent Cloud Technology EST,+966538355331,https://www.intelligen-tech.com,,,"9 AL YAROMOUK, RIYADH, SAUDI ARABIA"
INTELLIGENT CONTRACTING & INFORMATION TECHNOLOGY,INTELLIGENT CONTRACTING & INFORMATION TECHNOLOGY,+966557428370,https://www.icit-grp.com,info@site.com,,"AL MURABBA MALL, AL MURABBA, RIYADH, SAUDI ARABIA"
Intelligent Digital Network Solutions,Intelligent Digital Network Solutions,+966138344849,https://www.idnsolution.com,,,"DAMMAM- KING SAOUD STREET, AD DAMMAM, SAUDI ARABIA"
INTELLIGENT EXPERTS SOLUTIONS,INTELLIGENT EXPERTS SOLUTIONS,+966506311216,https://www.iecits.com,info@iecits.com,"00000026, +966 50 631 1216","AL FAREYAH STREET, AL MANSURAH DIST, RIYADH, SAUDI ARABIA"
Intelligent Technology Co.,INTELLIGENT TECHNOLOGY COMPANY,+966544002028,https://www.intelligent-t.com,info@intelligent-t.com,"+966 11 4647073, 12611-2435","7514 ABDULAZIZ BIN MUSAID BIN GALAWY ST,-OLYA-12221-3795, RIYADH, SAUDI ARABIA"
Intense technologies,INTENSE TECHNOLOGIES,+966581511222,https://www.intense-tech.com,"c183baa23371454f99f417f6616b724d@sentry.wixpress.com, Info@Intense-Tech.com, 8c4075d5481d476e945486754f783364@sentry.io, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, example@mysite.com, 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 54b4aac306184111a223c0f4aea635c3@sentry.wixpress.com","329640366, 631414441, 33456921, 26790905, 635-8505-3391-9791, 71200017, 12040366, 61747158, 14666402, 874902399361, 306184111, 23371454, 2490108247, 60441845, 465291122, 4232694921, 22189066-6193, 25924-5664, 1499935685614, 309-7865384, 048737735, 2369530196, 56234440, 7-2112895, 88-9288338191, 650812507, 6-4493-808, 805068570, 29178430, 14-216071924, 279149989, 4291672415, 74290729, 250868057, +966 58 151 1222, 1-9685588, 734527084, 9392-5604-1148, 945486754, 38185301, 27757599, 2-6493993, 82231899, 9864791859377, 276-1246-058, 25507953, 700-8487-6366, 3072264514, 3021768322, 2545352419, 2147483648, 2598911325","ALHAMRA PALESTINE STREET, JEDDAH, SAUDI ARABIA"
Interactive Creativity for Information Technology Est.,INTERACTIVE CREATIVITY FOR INFORMATION TECHNOLOGY EST,+966112390922,https://www.ic.sa,"98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, Info@ic.sa, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com","8-4942-9787, 60441845, 1-9685588, 7-8242323, 54576-5976-4757, 71200017, 3-5420-9568, 237275422, 26109-514, 26790905, 9392-5604-1148, 2545352419, 58199322, 71-614313, 00000040, 25924-5664, 7-4874-830, 439916890, 700-8487-6366, 7798470405872, 29178430, 56234440, 584658956, 158-4692-8193, +966 55 619-5621, 147610386219, 39-9681-7518, 076-4753-8303, 00000080, 4-9973-682, 5252424611325, 76359954, 45348643784, 25507953, 9460-0814554, 82231899, 9-8085-415, 5053144538958, 7-2112895, 27757599, 12-85371177292, +966505190837, 14409595, 33456921, 8-2311-451, 71-525908938, 8-0531-426, 5971708-2925-441, 0-1475-2487, 19009198, 635-8505-3391-9791","OTHMAN BIN AFFAN STREET, 7252, RIYADH, SAUDI ARABIA"
INTERACTIVE MANAGEMENT,INTERACTIVE MANAGEMENT,+966591789932,https://www.imanagement.sa,,31536000,"FIRST FLOOR OFFICE 2 6880 AL HAMDI AR RABWAH 4, RIYADH, SAUDI ARABIA"
INTERCOM ENTERPRISES,INTERCOM ENTERPRISES,+966550291646,https://www.intercom.com.eg/,info@intercom.com.eg,"0 0 512 512, 749999998125, 127196660, 66666666666667, 250000001875","OLAYA STREET, RIYADH, RIYADH, SAUDI ARABIA"
International For Modern Industries Co. Ltd,MODERN INDUSTRIES,+96626677207,https://search.infobelpro.com,,"26732895, 2933276541, 1222083472, 2985984737, 812842568, 3508454897, 2685733372, 988075951, 494047706, 613305155, 3128134379, 2481764524, 3967842156, 1348078617, 3281949485, 722322694, 1041095097, 2147483646, 89673135, 2699082514, 2083580917, 00000020, 3064412225, 2512015367, 471583506, 3670563033, 2147483647, 1432718904, 2369186930, 3921366393, 456419034, 2417249464","1ST FLOOR:GULF PLAZA MADINAH ROAD, JEDDAH, SAUDI ARABIA"
International Systems Engineering (ISE),ALARID BUSINESS CENTER,+966118746602,https://www.ise.sa,info@ise.sa,,"ALARID DIST KING ABDULAZIZ RD RIYADH 11514, RIYADH, SAUDI ARABIA"
INTERNET OF THINGS TECHNOLOGY FOR INFORMATION TECHNOLOGY COMPANY,INTERNET OF THINGS TECHNOLOGY FOR INFORMATION TECHNOLOGY COMPANY,+966505886013,https://iotsquared.com.sa,"info@iotsquared.com.sa, pss@iotsquared.com.sa, sales@iotsqauared.com.sa",,"2286-8204 WEST UMM AL HAMAM DIST, BLDG 19, RIYADH, SAUDI ARABIA"
INTERTEC SYSTEMS L L C,INTERTEC SYSTEMS L L C,+966114729431,https://www.intertecsystems.com,,,"AL WASEEL TOWER 2 OFFICE NO-106 AL OLAYA STREET, BUILDING NO-667, RIYADH, SAUDI ARABIA"
INVENT SOLUTIONS FOR INFORMATIVE TECHNOLOGY,INVENT SOLUTIONS FOR INFORMATIVE TECHNOLOGY,+966122562544,https://isolutions-sa.com,info@ismena.com,"333333333333, 1419334421190, 1419335487915","3907 AL FAISALIYAH DISTRICT, JEDDAH, SAUDI ARABIA"
Inventive Business Solutions,INVENTIVE BUSINESS SOLUTIONS,6515147,https://www.inventivebs.com,info@inventivebs.com,"+966) 012 601, 2000000000, +966 012 601 7684","60TH STREET KING FAHD ROAD SUN RISE PLAZA 6TH FLOO, JEDDAH, SAUDI ARABIA"
ipower,IPOWER,0966126110633,,,,"TAHLIA STREET, JEDDAH, SAUDI ARABIA"
IPT Saudi,IPT SAUDI,+966595202399,https://www.iptpowertech.com,info@iptpowertech.com,"2147483647, 655039-577, 163347 100, 86-826096, +961 1 992525","KING FAHAD ROAD, RIYADH, SAUDI ARABIA"
IRIS Technology,IRIS TECHNOLOGY,+966112133320,,,,"ANAS BEN MALEK RD, RIYADH, SAUDI ARABIA"
ISAM KABBANI & PARTNERS TELECOMMUNICATION COMPANY,ISAM KABBANI & PARTNERS TELECOMMUNICATION COMPANY,+966565963571,https://www.ikkgroup.com,,"748077392578125, 99999999999, 2919921875, 247702549","AL-MALAZ DISTRICT FATIMAH AL-ZAHRA ROAD, RIYADH, SAUDI ARABIA"
ISAR,ISAR,+966143916739,https://www.isar-int.com,"info@isar-int.com.com, info@isar-int.com, sales@isar-int.com","193495371, +966 14 3916739, 544397398490, +966 568546564, 0507664369","Jeddah Road, Yanbu, SAUDI ARABIA"
isecure solutions,ISECURE SOLUTIONS,+966138971276,https://www.isecure-solutions.com,info@isecure-solutions.com,999999999,"AL KHOBAR , AL KHOBAR MALL, AL KHUBAR, SAUDI ARABIA"
IT CLOUD TRADING AND PROGRAMMING COMPANY,IT CLOUD TRADING AND PROGRAMMING COMPANY,+966537655756,https://itcloud.sa,info@ITCloud.sa,"+966 55 278 3688, 966 59 424 3720","PRINCE NAWAF IBN ABDULAZIZ STEET, BUILDING NO 7654, AL KHUBAR, SAUDI ARABIA"
IT HUMAN SOLUTIONS,IT HUMAN SOLUTIONS,+96622834533,https://www.ithumansolutions.com,contactus@ithumansolutions.com,"00000017, 00000082, 00000029, +966 568953439, 00000042, 179314944, 31536000, 98605459","JEDDAH - TAHLIA STREET, JEDDAH, SAUDI ARABIA"
IT SECURITY TRAINING & SOLUTIONS,IT SECURITY TRAINING & SOLUTIONS,+966549902221,https://its2.com/,contact@its2.com,"00000066, 594203848, 2147483647, +966 11 207 7008, 934974643","KING FAHED ROAD, RIYADH, SAUDI ARABIA"
IT VALLEY,IT VALLEY,+966566245253,https://www.it-valley.com,info@it-valley.com,"33333333, +201154001551, 66666667, +971 501847977, 17664961995, +20 115 400 1551, 100093495057102, +966544577407","6228 SALAH AL DIN AL AYOUBI ROAD, 3945, RIYADH, SAUDI ARABIA"
IT Works Company LLC,IT Works Company LLC,+966920006247,https://www.it.works,info@it.works,"10205649, +971 4 369 7577, 2545352419, +966 11 239 9220","OFFICE 12, LEVEL 2, AL BADER COMMERCIAL CENTRE, KING ABDUL AZIZ ROAD, RIYADH, KSA, RIYADH, SAUDI ARABIA"
IT-RANKS Technology,IT-RANKS Technology,555106350,https://www.it-ranks.com,info@it-ranks.com,"651618207, 1310225428, 138-6354094256, 901347462, 2264125279, 53732993, 463499852, 1268368563, 0 0 448 512, 3020080000, 4109123758","KING ABDULAZIZ ST, ALYASSMIN DISTRICT, RIYADH, SAUDI ARABIA"
JADWAA ALHAYAAT TELECOM & IT EST,JADWAA ALHAYAAT TELECOM & IT EST,+966148317635,https://www.jadwaa.com,sales@jadwaa.com,"+966 54 488 3510, 31536000, 2150946675, 00966543305987, 00000040","OMAR BIN ALKHATTAB BRANCH ROAD, RIYADH, SAUDI ARABIA"
JAFEER TECHNOLOGIES,JAFEER TECHNOLOGIES,+966534105723,https://jafeer.com/,Sales@jafeer.com,3221225472,"AKARIA MALL BUILDING 3 GATE 15 OLAYA STREET, RIYADH, SAUDI ARABIA"
Jamal Jaroudi Group,JAMAL JAROUDI GROUP,966112053030203,https://jaroudigroup.com,info@jaroudigroup.com,"+966 11205 4848, +966 11 205 3030, 36768855, 2000000000","SAUDI ARABIA, RIYADH, SAUDI ARABIA"
JERAISY COMPUTER AND COMMUNICATION SERVICES (JCCS),JERAISY COMPUTER & COMMUNICATION SERVICES EST,+966114198000,https://www.jccs.com.sa,info@jccs.com.sa,"0 0 100 100, 89915444, 536546684, +966 11 419 8000, 23172473","KING FAHD HIGHWAY, AL JERAISY BUILDING, RIYADH, SAUDI ARABIA"
JINAN ARABIA FOR GENERAL CONTRACTING,JINAN ARABIA FOR GENERAL CONTRACTING,+966570663188,https://iconnect-intl.com/,info@iconnect-intl.com,"0534214091, 13849393, 966534214091, 33398535","SUPER OFFICE SWIDI - RIYADH, RIYADH, SAUDI ARABIA"
JISR ICT,JISR ICT,+966540065944,https://www.jisrict.com,info@jisritc.com,+966540065944,"AL IMAM ABDUL AZIZ, ALFAYSALIAH, JEDDAH, SAUDI ARABIA"
JODAYN INFORMATION TECHNOLOGY,JODAYN INFORMATION TECHNOLOGY,+966553329747,https://www.jodayn.com,info@jodayn.com,"+966114661406, 962305159029980, 536259278301239, 80328212, +966-11-123-4567, 86097695, 876267965","RIYADH - AL TAAWUN DISTRICT - ABU BAKR AL SIDDIQ R, RIYADH, SAUDI ARABIA"
JRM GULF FOR COMMUNICATIONS,JRM GULF FOR COMMUNICATIONS,+966501138847,https://www.jrmgulf.com,,,"AL MUGHEERA IBN AYYASH, AL SULAIMANIYAH, RIYADH, RIYADH, SAUDI ARABIA"
JUSOOR FOR COMMUNICATIONS & INFORMATION TECHNOLOGY,JUSOOR ALTAMIL TELECOM CO,+966598858487,https://www.connectps.com,,36958722,"115 AL UMAM COMMERCIAL CENTER, RIYADH, SAUDI ARABIA"
Jusoor Professional Services,JUSOOR PROFESSIONAL SERVICES,+966543022391,https://www.connectps.com,,36958722,"RIYADH, RIYADH, SAUDI ARABIA"
K-Tech,KHOZAIM TECHNOLOGY,+966920000215,https://www.K-Tech.com.sa,,,"OLYA STREET COMPUTER MARKET ALSAIF BUILDING 5TH FLOOR OFFICE 507, RIYADH, SAUDI ARABIA"
Kadia trading,KADIA TRADING,+966553233069,https://www.Alkadya.com,info@alkadya.com,"33718532, +966 594 176 900, 929200 100","OLAYA, RIYADH, SAUDI ARABIA"
KALAAM TELECOM FOR COMMUNICATIONS LLC SINGLE PERSON COMPANY,KALAAM TELECOM FOR COMMUNICATIONS LLC SINGLE PERSON COMPANY,+966920014784,,,,"414 BUSINESS GATE DAMMAM, Alkhalidiyah Ash Shamaliyah District, AD DAMMAM, SAUDI ARABIA"
Kanoo Elite Company Limited,Kanoo Elite Company Limited,+966138178559,https://kanooelite.com/,,"4285714285714, 2857142857143, +973 13304959, 7857142857143, 09122938217101, 00000057, 0714285714286, 8571428571429, 1428571428571, +966 115204950","109 AL SAADOUN TOWER 1ST FLOOR KHALID BIN WALEED S, AD DAMMAM, SAUDI ARABIA"
KAYANAT Golden Tech foe information technology,KAYANAT Golden Tech foe information technology,+966533795664,http://www.goldentech-me.com/,,,"966533795664, KAYANAT GOLDEN TECHNOLOGY 966533795664 RIYADH SAUDI ARABIA, RIYADH, SAUDI ARABIA"
keir international,KEIR INTERNATIONAL COMPANY,+966114940999,https://www.keir.com.sa,commercial@keir.com.sa,"61506382, 0530566680","6678 Wag Valley, Al Malga District  Riyadh 13524-3744 Saudi Arabia, RIYADH, SAUDI ARABIA"
Khalidiya supplies est,KHALIDIYA SUPPLIES EST,+966506883277,https://Www.kse.sa,,,"ALURUBAH RD, RIYADH, SAUDI ARABIA"
Kira Business Services,KIRA BUSINESS SERVICES,+966546866583,https://www.kira.sa,sales@kira.sa,"+966 546866583, 536870912","NRR AT TA'AWON DIST EXIT 6, RIYADH, SAUDI ARABIA"
Knowledge connect,KNOWLEDGE CONNECT,+966554885003,https://kcc.sa,"support@kcc.sa, info@kcc.sa, sales@kcc.sa",+966 11 233 9293,"3692 SYED IBN AMIR AN NAKHEEL, RIYADH, SAUDI ARABIA"
KNOWLEDGE PARTNERS INFORMATION TECHNOLOGY,KNOWLEDGE PARTNERS INFORMATION TECHNOLOGY,+966553221037,,,,"9TH STREET AL AMAMRAH, AD DAMMAM, SAUDI ARABIA"
KYAN COOPERATION FOR INFORMATION TECHNOLOGY,KYAN COOPERATION FOR INFORMATION TECHNOLOGY,+966571210977,https://kyan.org.sa,info@kyan.org.sa,,"THABIT BIN ATYL, ALMALAZ, RIYADH, SA, RIYADH, SAUDI ARABIA"
Kyndryl Saudi Arabia,KYNDRYL SAUDI INFORMATION TECHNOLOGY COMPANY,1,https://www.kyndryl.com,,,"KINGDOM CENTRE 2239 AL URUBAH ROAD, RIYADH, SAUDI ARABIA"
lamar united Company,LAMAR UNITED COMPUTER,+966114111010,https://www.lamarit.com,,"+966-114111010, 076923076923077, +10190-1019, +10140-1018","IMAM ABDULLAH IBN SAUD IBN ABDULAZIZ BRANCH RD, ISHBILIYAH, RIYADH 13225, RIYADH, SAUDI ARABIA"
Lantern Software and Security Systems Co. LTD,Lantern Software and Security Systems Co. LTD,+966138982820,https://www.lanternsystems.com,,"+966 (013) 898 1816, +966 (013) 898 2820","2ND FLOOR, STAYBRIDGE BUSINESS SUITE, KING FAHAD ST, QURTUBAH DISTRICT, AL KHUBAR, SAUDI ARABIA"
Last Mile Trading,LAST MILE TRADING,+966138999927,https://www.lmac-me.com,,,"1 ST STREET, KHOBAR, SAUDI ARABIA"
Leader Group,LEADER INVESTMENT GROUP,+966920009276,https://leadergroup.com/,info@leadergroup.com,"172400589, +966 920009276","1578 RIYADH, RIYADH, SAUDI ARABIA"
Leap Networks Arabia Co,Leap Networks Arabia Co,+966138491867,https://www.leap-arabia.com/,"info@leap-arabia.com, asif.imam@leap-arabia.com",,"IBN SINA, AL-KHOBAR,KSA, AL KHUBAR, SAUDI ARABIA"
LINK DOT NET ALARABIA ALSAUDIA COMPANY,LINK DOT NET ALARABIA ALSAUDIA COMPANY,+966112190303,https://www.linkdevelopment.com,,,"BUILDING 2803 PRINCE MOHAMED BIN ABDUL AZIZ STAL TAHLIYA,LOCALIZER MALL,1ST FLOOR,OFFICE 47, RIYADH, SAUDI ARABIA"
